seed,stability_vs_seed0,avg_stability
42,,0.9673725572606091
123,0.9562588883500904,0.9673725572606091
456,0.955669685290199,0.9673725572606091
789,0.9758576454903732,0.9673725572606091
1024,0.9817040099117739,0.9673725572606091
