seed,stability_vs_seed0,avg_stability
42,,0.9374216251018742
123,0.9043419800806995,0.9374216251018742
456,0.9465225323111458,0.9374216251018742
789,0.9522853377460814,0.9374216251018742
1024,0.9465366502695703,0.9374216251018742
