n_topics,coherence_cv
5,0.5915988141757678
10,0.6095158341203383
15,0.6025779427584113
20,0.5878199226691788
25,0.5744635903836712
30,0.5811672150820013
35,0.5731308303319275
40,0.5503136794054326
45,0.5662859542206012
50,0.5756629975040403
